KODE,NAMA BAHAN,SUMBER,ENERGI,PROTEIN,LEMAK,KH,SERAT,Cluster
DR117,"Kucai, segar",DABM-1964,45,2.2,0.3,10.3,4.8,0
DR118,"Kucai muda (Lokio), segar",DABM-1964,42,3.8,0.6,7.8,4.9,0
DR119,Kulit melinjo,KZGPI-1990,111,4.5,1.1,20.7,5,0
DR120,"Kundur, segar",KZGMI-2001,22,0.4,0.2,4.7,1.3,0
DR121,"Labu air, segar",DABM-1964,19,0.6,0.2,3.8,0.6,0
DR122,"Labu kuning, segar",KZGMI-2001,51,1.7,0.5,10,2.7,0
DR123,"Labu siam, segar",DABM-1964,30,0.6,0.1,6.7,6.2,0
DR124,"Labu waluh, segar",DABM-1964,32,1.1,0.1,6.6,0.5,0
DR125,"Lantar, segar",KZGMI-2001,34,2.2,0.3,5.5,2.9,0
DR126,"Lobak, segar",DABM-1964,21,0.9,0.1,4.2,2,0
DR127,"Lumai/Leunca, segar",KZGMI-2001,38,1.1,0.3,7.6,2,0
DR128,"Melinjo, segar",DABM-1964,66,5,0.7,13.3,,0
DR129,Mostarda metan -sawi,KZGMI-2001,33,2.3,0.5,4.7,1.8,0
DR130,"Nangka muda, segar",DABM-1964,57,2,0.4,11.3,8.3,0
DR131,"Paria putih, segar",KZGPI-1990,19,1,0.4,3.6,1.3,0
DR132,"Pepare ular, segar",KZGMI-2001,19,0.6,0.1,3.9,1,0
DR133,"Pepaya muda, segar",DABM-1964,29,2.1,0.1,4.9,2.1,0
DR134,"Petai, segar",KZGMI-2001,92,5.4,1.1,15.2,2,0
DR138,"Rebung, segar",KZGMI-2001,25,0.8,0.1,5.3,9.7,0
DR140,Rumput laut,KZGMI-2001,41,1.4,0.3,8.1,2.2,0
DR141,"Sawi, segar",DABM-1964,28,2.3,0.3,4,2.5,0
DR142,"Sawi putih / pecai, segar",KZGPI-1990,9,1,0.1,1.7,0.8,0
DR143,"Sawi taiwan, segar",KZGMI-2001,30,1.9,0.5,4.4,2.7,0
DR144,"Sawi tanah, segar",KZGMI-2001,19,1.3,0.2,2.9,2.2,0
DR145,"Selada, segar",DABM-1964,18,1.2,0.2,2.9,1.8,0
DR146,"Selada air, segar",KZGPI-1990,17,3.1,0.2,2.2,0.7,0
DR147,"Seledri, segar",DABM-1964,23,1,0.1,4.6,2,0
DR148,"Taoge, segar",KZGPI-1990,34,3.7,1.2,4.3,1.1,0
DR149,"Taoge kacang kedelai, segar",DABM-1964,76,9,2.6,6.4,0.7,0
DR150,"Taoge kacang tunggak, segar",DABM-1964,40,5,0.2,5.8,2.6,0
DR154,"Terong, segar",DABM-1964,28,1.1,0.2,5.5,2.1,0
DR155,"Terong asam, segar",KZGMI-2001,37,2,0.4,6.3,3.2,0
DR156,"Terung belanda, segar",KZGPI-1990,52,2.1,1.1,8.6,1.4,0
DR157,"Terung bengkulu,segar",KZGPI-1990,52,1.1,0.4,11.2,3.2,0
DR158,"Terong hintalo, segar",KZGMI-2001,45,1.9,0.8,7.5,5.1,0
DR159,Terung panjang,KZGPI-1990,25,2.1,0.1,5.3,0.5,0
DR160,"Tomat, air (sari), segar",DABM-1964,20,1,0.2,3.5,0.4,0
DR161,"Tomat merah, segar",KZGPI-1990,24,1.3,0.5,4.7,1.5,0
DR162,"Tomat muda, segar",DABM-1964,24,2,0.7,3.3,1.8,0
DR166,"Wortel, segar",KZGPI-1990,36,1,0.6,7.9,1,0
DP001,"Bayam, kukus",KZGPI-1990,30,1.3,0.7,5.8,1.2,0
DP002,"Bayam ,rebus",KZGPI-1990,23,1.2,0.6,3.7,1.1,0
DP003,"Buncis, rebus",KZGPI-1990,30,2.2,0.2,6.4,1.5,0
DP004,"Daun kacang panjang, kukus",KZGPI-1990,40,3.7,0.3,8,1.8,0
DP005,"Daun katuk, rebus",KZGPI-1990,53,5.3,0.9,9.1,1.2,0
DP006,"Daun kelor, rebus",KZGPI-1990,61,6.1,0.9,10,0.9,0
DP007,"Daun mengkudu, kukus",KZGPI-1990,63,3.8,1.5,11.5,2.4,0
DP008,"Daun singkong, rebus",KZGPI-1990,31,3.7,0.6,4.8,1.6,0
DP009,"Daun talas, rebus",KZGPI-1990,27,1.3,0.2,5.9,1.6,0
DP010,"Daun ubi merah, kukus",KZGPI-1990,56,3.1,0.3,13,1.5,0
DP011,"Kacang panjang,kukus",KZGPI-1990,39,3,0.6,7.6,1.7,0
DP012,"Kacang panjang, rebus",KZGPI-1990,30,2.3,0.4,5.8,1.4,0
DP013,"Kangkung, kukus",KZGPI-1990,30,3.2,0.7,4.7,1.8,0
DP014,"Kangkung, rebus",KZGPI-1990,22,2.5,0.6,3.1,1.2,0
DP016,"Selada, rebus",KZGPI-1990,19,2.7,0.2,2.9,0.7,0
DP017,"Taoge, goreng",KZGPI-1990,88,3.2,2.1,14,0.7,0
DP018,"Taoge, seduh",KZGPI-1990,28,3,0.8,4,1,0
DP019,"Terung panjang, kukus",KZGPI-1990,23,1.8,0.1,4.9,0.4,0
DP020,"Wortel, rebus",KZGPI-1990,28,0.7,0.5,6.3,0.8,0
DP021,"Wortel, kukus",KZGPI-1990,37,1,0.6,8.3,1.1,0
DP022,"Asinan Bogor, sayuran",KZGMS-1993,98,3.9,2.6,14.8,0.5,0
DP027,Botok lamtoro,KZGPI-1990,186,11.7,9.7,13,2.1,0
DP028,Buntil daun talas,KZGPI-1990,141,4.4,10.2,8,1.8,0
DP029,Cammetutu,KZGMI-2001,102,3.2,6,8.7,4.3,0
DP030,"Cap cai, sayur",KZGMS-1993,97,5.8,6.3,4.2,0.6,0
DP031,Gado-gado,KZGPI-1990,137,6.1,3.2,21,1.1,0
DP032,"Gudeg, sayur",KZGPI-1990,160,3.3,9.2,16,2.3,0
DP033,Gulai pakis,KZGPI-1990,143,4,11.4,6,1.4,0
DP034,Gulai pliek,KZGMI-2001,176,7.3,14.9,3.2,,0
DP037,"Karedok, sayur",KZGPI-1990,92,2.2,3.3,14.1,1.4,0
DP038,Keripik bayam,KZGPI-1990,586,4.9,40.6,50.2,0.5,2
DP044,Pelecing kangkung,KZGMI-2001,75,2.5,2.8,10,5.4,0
DP046,Rujak cingur,KZGPI-1990,153,11.3,8.4,8,1.4,0
DP047,Sayur asem,KZGPI-1990,29,0.7,0.6,5,0.6,0
DP048,Sayur bunga pepaya,KZGMI-2001,49,1.7,0.3,9.8,2.7,0
DP053,Sayur sop,KZGPI-1990,27,1.3,2,1,0.3,0
DP056,Shabu-shabu,KZGMS-1993,88,3.2,8,0.8,0.9,0
DP057,Semur jengkol,KZGMS-1993,212,6,10,29.1,,0
DP059,Tumis bayam bersantan,KZGPI-1990,48,1.4,4.2,2.6,0.5,0
ER001,"Alpukat, segar",DABM-1964,85,0.9,6.5,7.7,,0
ER002,"Anggur hutan, segar",KZGPI- 1990,30,0.5,0.2,6.8,1.2,0
ER003,"Apel malang, segar",KZGPI- 1990,57,0.5,0.4,12.8,0.8,0
ER004,"Apel, segar",DABM-1964,58,0.3,0.4,14.9,2.6,0
ER006,"Belimbing, segar",DABM-1964,36,0.4,0.4,8.8,3.2,0
ER012,"Buah Naga Merah, segar",BKP,71,1.7,3.1,9.1,3.2,0
ER013,"Buah Naga Putih, segar",BKP,56,0.8,1,10.9,3.2,0
ER020,"Carica papaya, segar",KZGPI- 1990,24,1.9,0.2,3.7,1,0
ER021,"Cempedak, segar",DABM-1964,116,3,0.4,28.6,3.4,0
ER022,"Duku, segar",DABM-1964,63,1,0.2,16.1,4.3,0
ER023,"Durian, segar",DABM-1964,149,2.5,3,21.5,3.5,0
ER030,"Jambu air, segar",DABM-1964,46,0.6,0.2,11.8,2.1,0
ER031,Jambu biji,DABM-1964,64,0.9,0.3,12.2,2.4,0
ER032,Jambu bj putih tdk brbj,KZGPI- 1990,61,0.9,0.3,15.4,4.5,0
ER033,"Jambu bol, segar",KZGMI-2001,49,2.3,0.2,9.6,3.5,0
ER034,"Jambu monyet, segar",DABM-1964,49,0.7,0.6,15.8,1.2,0
ER035,"Jeruk bali, segar",DABM-1964,48,0.6,0.2,12.4,0.8,0
ER036,"Jeruk banjar, segar",KZGMI-2001,61,0.8,0.2,14.1,5.4,0
ER037,Jeruk garut-keprok,DABM-1964,44,0.8,0.3,10.9,1.6,0
ER038,"Jeruk Kalamansi, segar",BKP,39,0.3,0.3,8.9,2.3,0
ER039,"Jeruk manis, segar",DABM-1964,45,0.9,0.2,11.2,1.4,0
ER040,"Jeruk nipis, segar",KZGPI- 1990,44,0.5,0.2,10,0.4,0
ER041,"Jeruk ragi, segar",KZGPI- 1990,49,0.7,0.2,11.1,0.5,0
ER042,"Kawista, segar",KZGPI- 1990,120,3.5,2.5,20.8,4.6,0
ER043,"Kedondong masak, segar",DABM-1964,46,1,0.1,10.3,2.6,0
ER044,"Kedondong, segar",KZGMI-2001,47,0.5,0.2,10.4,2.7,0
ER045,"Kelapa hutan, kering",KZGMI-2001,623,2,52.1,36.5,15.3,2
ER046,"Kelapa muda, daging, segar",DABM-1964,68,1,0.9,14,0,0
ER048,"Kesemek, segar",DABM-1964,78,0.8,0.4,20,0.6,0
ER053,"Lontar, segar",KZGPI- 1990,27,0.4,0.2,6,1.6,0
ER054,"Mangga, segar",KZGMI-2001,52,0.7,0,12.3,1.6,0
ER055,"Mangga benggala, segar",KZGMI-2001,63,2.4,0.4,12.4,5.8,0
ER056,"Mangga gedung, segar",DABM-1964,44,0.7,0.2,11.2,1.6,0
ER057,"Mangga golek, segar",DABM-1964,63,0.5,0.2,16.7,2.3,0
ER058,"Mangga harumanis, segar",DABM-1964,46,0.4,0.2,11.9,1.7,0
ER059,"Mangga indramayu, segar",DABM-1964,72,0.8,0.2,18.7,2.5,0
ER060,"Mangga kopek, segar",DABM-1964,56,0.4,0.2,14.6,2,0
ER061,"Mangga kwini, segar",KZGMI-2001,86,0.7,0.5,19.8,6.5,0
ER062,"Mangga manalagi, segar",KZGMI-2001,133,1,0.1,32.1,11.8,0
ER063,"Mangga muda, segar",DABM-1964,59,0.5,0.4,15.1,,0
ER064,"Manggis, segar",DABM-1964,63,0.6,0.6,15.6,1.5,0
ER065,"Markisa, segar",KZGPI- 1990,144,3.5,1.2,29.8,11.4,0
ER066,"Matoa, segar",KZGMI-2001,90,1.2,0.1,21.1,0.5,0
ER067,"Melon, segar",BKP,37,0.6,0.4,7.8,1,0
ER069,"Nanas palembang, segar",KZGMI-2001,58,0.7,0.2,13.3,1.6,0
ER070,"Nanas, segar",KZGPI- 1990,40,0.6,0.3,9.9,0.6,0
ER071,"Nangka masak pohon, segar",DABM-1964,106,1.2,0.3,27.6,3.7,0
ER073,"Pepaya, segar",DABM-1964,46,0.5,0.1,12.2,1.6,0
ER074,"Pisang ambon, segar",KZGMI-2001,108,1,0.8,24.3,1.9,0
ER075,"Pisang angleng (pisang ampyang), segar",DABM-1964,68,1.3,0.2,17.2,0.8,0
ER076,"Pisang ayam, segar",KZGMI-2001,120,1.1,0.2,26.8,4.1,0
ER077,"Pisang gapi, segar",KZGMI-2001,131,1.6,0.1,31.1,11.7,0
ER078,"Pisang goroho, segar",KZGMI-2001,119,1.5,0.2,27.9,4.6,0
ER079,"Pisang hijau, segar",KZGPI- 1990,121,1,0.1,28.9,0.4,0
ER080,"Pisang kayu, segar",KZGMI-2001,100,1.4,0.5,23.6,2.6,0
ER081,"Pisang kepok, segar",KZGMI-2001,109,0.8,0.5,26.3,5.7,0
ER082,"Pisang ketip, segar",KZGMI-2001,145,1.1,0.3,34.5,6.6,0
ER083,"Pisang kidang, segar",KZGPI- 1990,96,1,0.2,22.5,0.6,0
ER084,"Pisang lampung, segar",DABM-1964,99,1.3,0.2,25.6,4.3,0
ER085,"Pisang mas bali ampenan, segar",KZGMI-2001,92,1.4,0.2,21,3.7,0
ER086,"Pisang mas bali kopang, segar",KZGMI-2001,127,1.4,0.2,31.8,3.7,0
ER087,"Pisang mas, segar",DABM-1964,127,1.4,0.2,33.6,1.4,0
ER088,"Pisang raja sereh, segar",KZGPI- 1990,108,1.3,0.3,28.2,0.7,0
ER089,"Pisang raja, segar",DABM-1964,120,1.2,0.2,31.8,5.3,0
ER090,"Pisang rotan, segar",KZGPI- 1990,98,1.3,1.2,20.5,1,0
ER091,"Pisang talas, segar",KZGMI-2001,113,1.2,0.2,26.7,4.4,0
ER092,Pisang tujuh bulan,KZGMI-2001,94,0.6,0.2,22.5,3.7,0
ER093,"Pisang ua, segar",KZGMI-2001,128,0.8,0.5,30.2,8.1,0
ER094,"Pisang uli, segar",KZGPI- 1990,134,1.1,0.5,35.5,1.4,0
ER096,"Rambutan binjai, segar",KZGMI-2001,76,0.5,0.2,18,3.8,0
ER097,"Rambutan, segar",DABM-1964,69,0.9,0.1,18.1,0.8,0
ER098,"Salak bali, segar",KZGPI- 1990,57,0.5,0.1,13.6,1.3,0
ER099,"Salak medan, segar",KZGMI-2001,55,0.4,0.2,12.8,3.2,0
ER100,"Salak pondoh, segar",KZGPI- 1990,87,0.8,0.4,20.1,0,0
ER101,"Salak, segar",DABM-1964,77,0.4,,20.9,,0
ER102,"Sawo duren, segar",KZGPI- 1990,64,1,3.1,8,0.8,0
ER103,"Sawo kecik, segar",KZGPI- 1990,111,0.9,2.3,21.6,1,0
ER104,"Sawo Manila, segar",DABM-1964,92,0.5,1.1,22.4,9.5,0
ER105,"Semangka, segar",DABM-1964,28,0.5,0.2,6.9,0.4,0
ER106,"Sirsak, segar",DABM-1964,65,1,0.3,16.3,3.2,0
ER108,"Srikaya, segar",KZGPI- 1990,63,1.1,0.5,13.9,2.1,0
ER109,"Sukun muda, segar",KZGPI- 1990,119,1.4,0.2,28.1,1.4,0
ER110,"Sukun tua, segar",KZGPI- 1990,126,1.6,0.2,24.5,1.5,0
EP003,Getuk pisang,KZGPI- 1990,144,1.1,0.4,34.1,0.4,0
EP005,Ledre pisang,KZGPI- 1990,405,4.8,5.1,84.9,0.4,2
EP006,Lempog durian,KZGPI- 1990,320,3.5,5.7,63.7,4.9,2
EP009,Rujak aceh,KZGMI-2001,82,0.4,0.3,19.7,2.4,0
EP010,Sale kesemek,KZGMI-2001,296,1.1,0.6,71.2,,0
EP011,Sale pisang siam,KZGPI- 1990,281,2.4,0.7,66.1,1,0
EP012,"Sale pisang, cilacap",KZGPI- 1990,295,2.3,2.1,66.9,1.3,0
FR005,"Ayam, daging, segar",DABM-1964,298,18.2,25,0,0,2
FR007,"Ayam, hati, segar",KZGMS-1993,261,27.4,16.1,1.6,0,2
FR012,"Bebek (itik), daging, segar",DABM-1964,321,16,28.6,0,0,2
FR013,"Bebek alabio, daging, segar",KZGMI-2001,303,11.3,27,3.7,0,2
FR016,"Domba, daging, gemuk, segar",DABM-1964,317,15.7,27.7,0,0,2
FR017,"Domba, daging, kurus, segar",DABM-1964,202,17.1,14.8,0,0,2
FR019,"Kambing, daging, segar",DABM-1964,149,16.6,9.2,0,0,0
FR021,"Kerbau, daging, segar",DABM-1964,79,18.7,0.5,0,0,0
FR023,"Sapi, babat, segar",DABM-1964,108,17.6,4.2,0,0,0
FR024,"Sapi, daging, gemuk, segar",DABM-1964,273,17.5,22,0,0,2
FR025,"Sapi, daging, kurus, segar",DABM-1964,174,19.6,10,0,0,0
FR026,"Sapi, daging, lemak sedang, segar",DABM-1964,201,18.8,14,0,0,2
FP001,"Ayam, ampela, goreng",KZGMS-1993,270,32.3,11.2,9.9,0,2
FP002,"Ayam, usus, goreng",KZGPI-1990,473,45.2,26.3,13.9,0,2
FP003,"Bebek, daging, goreng",KZGMI-2001,300,24,20.7,4.5,0,2
FP011,"Sapi, abon",KZGPI-1990,212,18,10.6,59.3,7.5,2
FP012,"Sapi, abon, asli",KZGPI-1990,358,14.6,16.1,38.6,2.5,2
FP013,"Sapi, daging, asap",DABM-1964,182,32,6,0,0,2
FP014,"Sapi, daging, dendeng, mentah",DABM-1964,301,55,9,0,,2
FP015,"Sapi, daging, kornet",DABM-1964,289,16,25,0,0,2
FP016,"Sapi, daging, sosis (Worst)",DABM-1964,448,14.5,42.3,2.3,,2
FP021,"Ayam goreng church texas, dada",KZGPI- 1990,338,35.2,20.6,0.4,0,2
FP022,"Ayam goreng church,texas paha",KZGPI- 1990,287,31,15.7,1.7,0,2
FP023,"Ayam goreng church texas, sayap",KZGPI- 1990,295,34,16,1.5,0,2
FP024,"Ayam goreng kalasan, paha",KZGPI- 1990,275,37.4,12.2,1.3,0,2
FP025,"Ayam goreng kentucky, dada",KZGPI- 1990,298,34.2,16.8,0.1,0,2
FP026,"Ayam goreng Kentucky, paha",KZGPI- 1990,286,32.1,16.1,1.1,0,2
FP027,"Ayam goreng Kentucky,sayap",KZGPI- 1990,297,35.9,15.2,1.6,0,2
FP028,Ayam goreng mbok berek dada,KZGPI- 1990,295,39.2,13.6,1,0,2
FP029,"Ayam goreng pasundan, dada",KZGPI-1990,246,37.9,9,0.7,0,2
FP030,"Ayam goreng pasundan, paha",KZGPI-1990,245,33.1,11.4,0.3,0,2
FP031,"Ayam goreng pioneer, dada",KZGPI-1990,295,37.4,14.7,0.6,0,2
FP032,"Ayam goreng sukabumi, dada",KZGPI-1990,244,36.7,9.2,1,0,2
FP033,"Ayam goreng sukabumi, paha",KZGPI-1990,283,35.7,14.3,0.5,0,2
FP034,"Ayam taliwang, masakan",KZGMI-2001,264,18.2,20.1,2.7,,2
FP036,Beef burger,KZGMS-1993,258,10.6,9.5,32.5,0.4,2
FP037,"Beef teriyaki, masakan",KZGMS-1993,151,8.6,3.1,22.3,0.3,0
FP038,"Beef yakiniku, masakan",KZGMS-1993,132,9.8,1.1,20.7,0.3,0
FP040,"Bulgogi, masakan",KZGMS-1993,72,11.4,4.9,1.4,1.7,0
FP041,"Chicken teriyaki, masakan",KZGMS-1993,168,13,9.6,7.5,0.8,0
FP043,"Coto mangkasara, kuda, masakan",,96,6.8,5.9,3.8,,0
FP044,"Coto mangkasara, sapi, masakan",KZGMI-2001,84,6,6,1.4,,0
FP046,"Empal (daging) Goreng, masakan",KZGMS-1993,248,36.2,6.9,10.1,,2
FP047,Gulai kambing,KZGMI-2001,126,4.2,9.4,6.2,,0
FP049,"Kalio ayam, masakan",KZGMS-1993,203,16,13.5,4.4,,2
FP051,"Kalio kikil (tunjang), masakan",KZGMS-1993,122,13.8,5.7,3.9,,0
FP061,"Rawon, masakan",KZGPI-1990,60,5.4,2.5,4,,0
FP062,"Rendang sapi, masakan",KZGPI-1990,193,22.6,7.9,7.8,0,0
FP068,"Sop buntut, masakan",KZGMS-1993,71,7.5,3.6,2.2,,0
FP069,"Sop daging sapi, masakan",KZGMS-1993,49,5.8,0.5,5.3,,0
FP070,"Sop kaki sapi, masakan",KZGMS-1993,68,9,1.9,3.7,,0
FP071,"Sop kambing, masakan",KZGMS-1993,34,5.5,0.8,1.1,,0
FP072,"Sop konro, masakan",KZGMI-2001,71,7.4,2.6,4.5,,0
FP073,"Sop saudara, masakan",KZGMI-2001,89,7.2,5,3.9,,0
FP074,"Soto bandung, masakan",KZGPI-1990,42,3.9,1.7,2.8,0.4,0
FP075,"Soto banjar, masakan",KZGMI-2001,110,2.9,9.5,3.2,,0
FP076,"Soto betawi, masakan",KZGPI-1990,135,2.5,8.8,11.5,0.5,0
FP077,"Soto jeroan, masakan",KZGMS-,92,11.8,4.3,1.4,,0
FP078,"Soto kudus, masakan",KZGPI-1990,38,2.6,2.3,1.8,0.2,0
FP079,"Soto madura, masakan",KZGPI-1990,60,3.5,4.5,1.3,0,0
FP080,"Soto padang, masakan",KZGPI-1990,127,5.9,6.6,11,0.7,0
FP081,"Soto pekalongan, masakan",KZGPI-1990,94,3,6.8,5.1,0.3,0
FP082,"Soto pemalang, masakan",KZGPI-1990,75,3.6,5.2,3.5,0,0
FP083,"Soto sukaraja, masakan",KZGPI-1990,80,3.2,3.5,9,0.3,0
FP084,"Soto sulung, masakan",KZGPI-1990,86,2.3,8.5,0,0,0
FP085,"Sukiyaki, masakan",KZGMS-1993,75,5.6,0.4,12.2,0.2,0
GR024,"Ikan ekor kuning, segar",KZGMI-2001,108,22.3,1.2,2.1,0,0
GR025,"Ikan gabus, segar",KZGMI-2001,80,16.2,0.5,2.6,0,0
GR030,"Ikan kakap, segar",DABM- 1964,92,20,0.7,0,0,0
GR033,"Ikan kamera (kakap merah), segar",KZGMI-2001,86,19.7,0.8,0,0,0
GR038,"Ikan lais, segar",KZGPI- 1990,161,11.9,11.5,2.4,0,0
GR039,"Ikan layang, segar",DABM- 1964,109,22,1.7,0,0,0
GR040,"Ikan layur, segar",KZGPI- 1990,82,18,1,0.4,0,0
GR046,"Ikan mas, segar",DABM- 1964,86,16,2,0,0,0
GR047,"Ikan mayong, segar",KZGPI- 1990,97,17.9,2,0.4,0,0
GR048,"Ikan mujahir, segar",KZGPI- 1990,89,18.7,1,0,0,0
GR053,"Ikan patin, segar",KZGMI-2001,132,17,6.6,1.1,0,0
GR057,"Ikan sarden, segar",KZGMI-2001,109,19.9,1.8,3.4,0,0
GR058,"Ikan selar, segar",DABM- 1964,100,18.8,2.2,0,0,0
GR059,"Ikan sepat, segar",KZGMI-2001,84,15.2,0.6,4.7,0,0
GR060,"Ikan sidat, segar",KZGPI- 1990,81,11.4,1.9,3.8,0,0
GR068,"Ikan teri, segar",KZGPI- 1990,74,10.3,1.4,4.1,0,0
GR070,"Ikan tongkol, segar",KZGMI-2001,100,13.7,1.5,8,0,0
GR072,"Keong, segar",DABM- 1964,64,12,1,2,0,0
GR073,"Kepiting, segar",DABM- 1964,151,13.8,3.8,14.1,0,0
GR074,"Kerang, segar",KZGPI- 1990,101,14.4,2.6,3.9,0,0
GR079,"Rajungan, segar",KZGMI-2001,76,12.1,2,2.4,0,0
GR080,"Rebon, udang kecil, segar",DABM- 1964,81,16.2,1.2,0.7,0,0
GR082,"Udang galah, segar",KZGMI-2001,81,16.5,0.3,3,0,0
GR083,"Udang, besar, segar",KZGMI-2001,56,11.4,0.6,1.2,0,0
GR084,"Udang, segar",DABM- 1964,91,21,0.2,0.1,0,0
GP002,"Belut, goreng",KZGPI- 1990,417,25.9,19.4,32,0,2
GP003,"Cumi-cumi, goreng",KZGPI- 1990,265,40.6,10.1,0,0,2
GP004,"Ikan asin, kering",DABM- 1964,193,42,1.5,0,0,2
GP005,"Ikan bandeng presto, masakan",KZGPI- 1990,296,17.1,20.3,11.3,0,2
GP006,Ikan baung bakar,KZGMI-2001,144,17.8,5.8,5.2,,0
GP007,Ikan Belida bakar,KZGMI-2001,128,18,3,7.2,0,0
GP008,"Ikan cakalang asap, mentah",KZGMI-2001,204,34.2,5.6,1.9,,2
GP009,"Ikan cakalang asin, mentah",KZGPI- 1990,198,36.5,2.2,5.5,0,2
GP010,"Ikan calo/ peda, mentah",KZGPI- 1990,81,11.4,1.9,3.8,0,0
GP011,"Ikan Gabus asap, mentah",KZGMI-2001,261,38.1,2.3,21.9,0,2
GP012,"Ikan Gabus, kering",DABM- 1964,268,58,4,0,0,2
GP013,"Ikan gete, goreng",KZGMI-2001,267,23.1,19.4,0.2,,2
GP014,"Ikan hiu, kering",KZGMI-2001,298,46.3,3.6,20.2,,2
GP015,"Ikan katombo, asin",KZGPI- 1990,162,31.7,2.8,0.3,0,0
GP016,"Ikan kayu, kering",KZGMI-2001,302,70.7,1.9,0.4,0,2
GP017,Ikan Lais bakar,KZGMI-2001,147,17.5,6.5,5.4,,0
GP018,"Ikan lomak asin, mentah",KZGMI-2001,258,40.3,2.3,18.9,0,2
GP019,Ikan Mas pepes,KZGPI- 1990,209,15.2,11.3,11.8,0.5,0
GP020,Ikan mujahir goreng,KZGPI- 1990,416,46.9,23.9,0,0,2
GP021,Ikan Mujahir pepes,KZGPI- 1990,121,21.7,2.8,0.8,0,0
GP022,"Ikan mujahir, dendeng, mentah",,582,68.3,15.2,37.2,0,2
GP023,"Ikan Papuyu, bakar",KZGMI-2001,152,17.6,6.1,6.7,0,0
GP024,"Ikan Patin, bakar",KZGMI-2001,144,17.5,6.3,4.3,,0
GP025,"Ikan peda banjar, mentah",DABM- 1964,156,28,4,2,0,0
GP026,"Ikan pepetek, mentah",DABM-60/64,176,32,4.4,2,0,0
GP027,"Ikan Pindang banjar, mentah",DABM-60/64,157,28,4.2,1.8,0,0
GP028,"Ikan Pindang benggol, mentah",DABM-60/64,170,31,4.2,0,0,0
GP029,"Ikan Pindang layang, mentah",DABM-60/64,153,30,2.8,0,0,0
GP030,"Ikan Pindang selar, mentah",DABM-60/64,142,27,3,0,0,0
GP031,"Ikan sale, mentah",BKP,534,40.2,39.3,4.9,2,2
GP032,"Ikan sale lais, mentah",KZGPI- 1990,415,61.3,17.6,2.9,0,2
GP033,"Ikan saluang, kering, mentah",KZGMI-2001,284,34.1,9.9,14.6,0,2
GP034,"Ikan sanggang, masakan",KZGMI-2001,240,21.7,7.7,20.7,,2
GP035,"Ikan selar kuning, cue, mentah",DABM- 1964,138,27,3.3,0,0,0
GP036,"Ikan selar, kering, mentah",DABM-60/64,194,38,3.5,0,0,2
GP037,"Ikan sepat, kering, mentah",DABM-60/64,289,38,14,0,0,2
GP038,"Ikan sunu, asin, mentah",,199,34.1,3.8,7.1,,2
GP039,"Ikan, tepung, mentah",KZGPI- 1990,316,60,6.5,22.4,0,2
GP040,"Ikan Teri nasi, kering, mentah",DABM-60/64,144,32.5,0.6,0,0,0
GP041,"Ikan Teri, bubuk, mentah",DABM-60/64,277,60,2.3,1.8,0,2
GP042,"Ikan teri, kering, mentah",DABM-60/64,170,33.4,3,0.8,0,0
GP043,"Ikan Teri, kering, tawar, mentah",DABM-60/64,331,68.7,4.2,0,0,2
GP044,"Ikan Teri, tepung, mentah",KZGPI- 1990,347,48.8,6.4,19.6,0,2
GP045,"Kerang, asap, mentah",KZGMI-2001,393,38.9,13.3,29.4,,2
GP046,"Kerang, dendeng, mentah",KZGPI- 1990,357,41.1,10,25.6,0,2
GP047,"Rebon, kering, mentah",DABM-60/64,299,59.4,3.6,3.2,0,2
GP048,"Rebung laut, mentah",KZGMI-2001,320,7.2,4.2,63.3,,2
GP049,Sardines dalam kaleng,DABM-60/64,338,21.1,27,1,0,2
GP051,"Udang kering, mentah",KZGMI-2001,278,62.6,4.1,2.2,,2
GP052,"Udang papay, mentah",KZGMI-2001,273,47.8,3.8,12.5,,2
GP053,Abon haruwan,KZGMI-2001,513,23.7,37,21.3,,2
GP054,Abon ikan,KZGMI-2001,435,27.2,20.2,36.1,,2
GP058,Cakalang asar (asap),KZGMI-2001,155,20.1,3.8,10.2,,0
GP059,"Dendeng belut, goreng, masakan",KZGPI- 1990,382,55.7,14.1,8,0,2
GP060,"Dendeng mujahir, goreng, masakan",KZGPI- 1990,598,74.3,26.9,9.2,0,2
GP061,Fillet o-fish,KZGMS-1993,270,12.3,15.9,19.3,0.2,2
GP062,"Gete kuah asam, masakan",KZGMI-2001,75,8.2,2,6,,0
GP063,"Gulai asam keueung, masakan",KZGMI-2001,52,10,0.5,1.8,,0
GP065,"Gulai ikan, masakan",KZGMS-1993,106,16.5,3.3,2.5,,0
GP064,"Gulai ikan paya, masakan",KZGMI-2001,148,10,9.8,5,,0
GP066,"Gulai keumamah, masakan",KGZMI-2001,110,5.9,8.2,3.2,,0
GP067,"Gulai tiram, masakan",KZGMI-2001,132,9,7.2,7.8,,0
GP068,"Gurame asem manis, masakan",KZGPI- 1990,192,12.7,10.1,12.7,0,0
GP069,"Ikan asar merah, masakan",KZGMI-2001,146,17.7,5.9,5.6,,0
GP070,"Jambal goreng, masakan",KZGMS-1993,286,48.5,9.2,2.3,,2
GP074,"Model, masakan",KZGMI-2001,79,2.2,4,8.6,,0
GP075,"Mujahir acar kuning, masakan",KZGPI- 1990,330,17.8,23.4,12.1,1.1,2
